<a href="http://www.actgate.com/pipe.html" target="_blank" ><img src="http://quickmap.lroc.asu.edu/img/pipe_logo_40.jpg" /></a>

<br /><br />

position,GLD100,lon,lat
    167.78283,   -104.00000,     26.61355,    -13.95443
    168.36139,   -122.00000,     26.61579,    -13.97338
    168.93995,   -171.00000,     26.61803,    -13.99234
    169.51851,   -180.00000,     26.62027,    -14.01130
    170.09707,   -201.00000,     26.62251,    -14.03025
    170.67563,   -221.00000,     26.62475,    -14.04921
    171.25419,   -221.00000,     26.62698,    -14.06816
    171.83276,   -211.00000,     26.62923,    -14.08712
    172.41132,   -200.00000,     26.63147,    -14.10607
    172.98988,   -205.00000,     26.63371,    -14.12503
    173.56844,   -250.00000,     26.63595,    -14.14399
    174.14700,   -262.00000,     26.63819,    -14.16294
    174.72556,   -262.00000,     26.64043,    -14.18190
    175.30412,   -236.00000,     26.64267,    -14.20085
    175.88269,   -191.00000,     26.64491,    -14.21981
    176.46125,   -175.00000,     26.64716,    -14.23876
    177.03981,   -295.00000,     26.64940,    -14.25772
    177.61837,   -376.00000,     26.65164,    -14.27667
    178.19693,   -470.00000,     26.65389,    -14.29563
    178.77549,   -545.00000,     26.65613,    -14.31458
    179.35405,   -626.00000,     26.65838,    -14.33354
    179.74725,   -626.00000,     26.65990,    -14.34642
